qid,query
72780,What causes a dry throat and a runny nose How should it be treated
72796,What is boba tea
73087,Which is the best Quora or Stack Overflow Why What if both combinally provide services
73096,If the spot round is not held by JoSAA 2016 and there are some vacant seats available in some institutes can I request the institute to admit me
73111,What is the best way to isolate a malware virus from a laptop
73192,How do you know if you are spiritually enlightened
73193,Who is the founder of Christianity
73200,How do I excel at programming
73415,How do I perfectly pitch the start up idea
73459,What are the new features included in iPhone 7
73553,How energy was created at first
73566,What should be the preparation strategy for civil services exams
73724,What does Jimmy Wales think about the relatively widespread belief that Wikipedia is an unreliable source
73874,Where can I get best pasta in Bangalore 
73880,What is the best way to prepare for GK for AIIMS
73926,How were the pyramids in ancient Egypt built
74000,What is the best Online Development bootcamp
74003,How does tire pressure monitoring system TPMS work
74021,Has anyone actually tried putting garlic based oil for hearing loss
74165,When designing a mobile app what screen size and resolution should I create my designs
74274,How do I remove the vocals from any song
74306,What are the major outcome of Paris agreement on climate change
74449,Whay is the good software of editing
74574,How do WordPress and Blogger compare as blogging platforms
74661,What should I do to move to the USA
74705,What time is it best to exercise
74959,How do I browse Quora
74980,What was the first living organism on Earth Where did it come from
74982,Air standard cycles
75001,Who was the first person in the world
75084,How long does it take to digest food to elimination
75118,What was McCarthyism
75134,How do you define happiness Why
75201,What is the center of gravity of an object How is the gravity of an object measured
75299,Which is the Best country to migrate from India and start a new life
75347,Is incontinence so serious
75410,Im afraid of failure What should I do to overcome this
75458,What are some good apps to learn programming
75639,Which is the best institute for product designing
75699,What is a list of all currently active Quora Knowledge Prizes
75799,Is 16 too old to start boxing
75889,Why do people believe that we are equal if we are not
75989,What would happen if we run out of helium
76049,Were there forum sites before net neutrality
76178,Has LinkedIn helped you get a job If so do you have any tips
76279,Why cant the US and Russia just be friends
76349,Is there any possibility to improve my readingskills
76365,Do you have any valuable advice for teenagers
76575,Why am I still single
76607,What is the best way to learn to play piano
76636,Which is the easiest thing to do in life
76900,What does your roof warranty actually cover
76950,What is the importance of The Dreaming in Aboriginal culture
77014,How do deaf people learn how to talk
77236,What are the best places to visit this summer vacation
77255,How should one ask for an internship
77592,Can we see in the past
77600,What are Ukrainians current opinions on Boris Yeltsin
77706,Do colors affect mood
77733,Is popular Quora user Balaji Viswanathan a Modi bhakt
77768,How important is the size of your penis to woman
77922,What are best books for SSC CGL
78619,How do I calculate sgpa to cgpa in wbut
78702,Is there any website to get hourly solar radiation and temperature in under developing coutry
78705,Why do all the planets rotate on the same plane
78856,How do I get online dataentry jobs
78942,What is it like to work in Japan
79118,How do you fix a hole in drywall
79152,What are the best things to do when we are alone
79160,Why do we close our eyes when we kiss
79207,Why is uplink frequency higher than downlink frequency
79301,What is the best thing you done on internet
79417,What are the best institutes in india for rural management studies
79425,What is drowning in debt
79489,Where are zener diode used
